username,name,category,buy_price,random_multipliers,sell_price,pic
Qualis,Tablet for Toddlers Tablet Android Kids Tablet with WiFi Dual Camera 1GB 32GB Storage 1024 x 600 Touch Screen Parental Control Mode Google Playstore YouTube Netflix for Boys Girls Android 10,computer,66.02,0.47,31.03,https://m.media-amazon.com/images/I/718WQXfp8kL._AC_UL640_QL65_.jpg
Sherp1995,"Lenovo Chromebook Flex 5 13"" Laptop, FHD Touch Display, Intel Core i3-10110U, 4GB RAM, 64GB Storage, Chrome OS",computer,230.97,0.61,140.89,https://m.media-amazon.com/images/I/61qIQqN3blS._AC_UL640_QL65_.jpg
Arelithrous,"Lenovo Chromebook Flex 3 11"" Laptop, 11.6-Inch HD IPS Display, MediaTek MT8173C, 4GB RAM, 64GB Storage, Chrome OS, Blizzard White",computer,78.99,0.96,75.83,https://m.media-amazon.com/images/I/611DJR7V1sL._AC_UL640_QL65_.jpg
Upcome,"Newest 2022 HP 15.6"" FHD Micro-Edge Laptop, AMD Ryzen 5 5500U 6-core(Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe SSD, AMD Radeon Graphics, WiFi, HDMI, Fast Charge, Windows 11, w/3in1 Accessories",computer,616.55,0.83,511.74,https://m.media-amazon.com/images/I/71CeaGJHH+L._AC_UL640_QL65_.jpg
Bacracks,"Android Tablet 10 inch, PRITOM M10, 2 GB RAM, 32 GB Android 10.0 Tablet, 10.1 inch IPS HD Display, GPS, FM, Quad-Core Processor, Wi-Fi (M10 Black)",computer,80.7,0.4,32.28,https://m.media-amazon.com/images/I/718N62+jU7S._AC_UL640_QL65_.jpg
Ourty1956,"HP 14 Laptop, AMD 3020e, 4 GB RAM, 64 GB eMMC Storage, 14-inch HD Display, Windows 10 Home in S Mode, Long Battery Life, Microsoft 365, (14-fq0020nr, 2020)",computer,213.64,0.71,151.68,https://m.media-amazon.com/images/I/81uLZBBMdTL._AC_UL640_QL65_.jpg
Phoonew,"Samsung Galaxy Tab S8+ Android Tablet, 12.4_ Large AMOLED Screen, 128GB Storage, Wi-Fi 6E, Ultra Wide Camera, S Pen Included, Long Lasting Battery, Graphite",computer,827.99,0.47,389.16,https://m.media-amazon.com/images/I/81XE3+Sjc6L._AC_UL640_QL65_.jpg
Milhe1957,"SAMSUNG Galaxy Tab S7+ Plus 12.4-inch Android Tablet 128GB Wi-Fi Bluetooth S Pen fast-charging USB-C port, Mystic Black",computer,496.42,0.76,377.28,https://m.media-amazon.com/images/I/71CKGX0iXPS._AC_UL640_QL65_.jpg
Tractinglery1988,Dell Inspiron 3583 15_ Laptop Intel Celeron _ 128GB SSD _ 4GB DDR4 _ 1.6GHz - Intel UHD Graphics 610 - Windows 10 Home - Inspiron 15 3000 Series - New,computer,208.88,0.58,121.15,https://m.media-amazon.com/images/I/7150w5ZxZ9L._AC_UL640_QL65_.jpg
Gamention,Venturer 10 Inch Intel Celeron N4000 4GB RAM 64GB Storage Touch 2-in-1 Bluetooth WiFi Windows 10 (Free Upgrade to Windows 11 When Available) Tablet PC,computer,151.99,0.51,77.51,https://m.media-amazon.com/images/I/719ty5JSJDL._AC_UL640_QL65_.jpg
Weenbut,"Dell Inspiron 13 5310, 13.3 inch QHD (Quad High Definition) Laptop - Thin and Light Intel Core i7-11370H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce MX450, Dell Services - Windows 10 Home",computer,620.84,0.45,279.38,https://m.media-amazon.com/images/I/81rTYNStzzL._AC_UL640_QL65_.jpg
Spoed1983,"SAMSUNG Galaxy Chromebook 13.3"" UHD AMOLED - HD Intel Core I-5 Processor (256GB Storage, 8GB RAM) - 2020 Model - US Warranty - Fiesta Red - XE930QCA-K01US",computer,412.53,0.55,226.89,https://m.media-amazon.com/images/I/81peks6yuTL._AC_UL640_QL65_.jpg
Willocip,Lenovo Tab M10 Plus - FHD Android Tablet - Octa Core Processor - 64GB Storage,computer,143.61,0.81,116.32,https://m.media-amazon.com/images/I/71sfODG+c+L._AC_UL640_QL65_.jpg
Arse1939,"Lenovo IdeaPad 3 14 Laptop, AMD Ryzen 5 5500U, 8GB RAM, 256GB Storage, 14.0"" FHD Display, AMD Radeon 7 Graphics, Windows 10 Home, Abyss Blue",computer,439.65,0.93,408.87,https://m.media-amazon.com/images/I/617LG0fUxJL._AC_UL640_QL65_.jpg
Beyea1999,"ASUS ZenBook Pro Duo 15 OLED UX582 Laptop, 15.6_ OLED 4K UHD Touch Display, Intel Core i7-10870H, 16GB RAM, 1TB SSD, GeForce RTX 3070, ScreenPad Plus, Windows 10 Pro, Celestial Blue, UX582LR-XS74T",computer,1983.59,0.4,793.44,https://m.media-amazon.com/images/I/81Eub+aql9S._AC_UL640_QL65_.jpg
Hics1952,"Microsoft Surface Laptop Studio - 14.4"" Touchscreen - IntelÂ® Core_ i7 - 16GB Memory - 512GB SSD - Platinum",computer,1610.39,0.67,1078.96,https://m.media-amazon.com/images/I/61UGE9cZVlL._AC_UL640_QL65_.jpg
Foelonemse69,"2020 Lenovo ThinkPad E15 15.6"" FHD Full HD (1920x1080) Business Laptop (Intel 10th Quad Core i5-10210U, 16GB DDR4 RAM, 512GB PCIe SSD) Type-C, HDMI, Windows 10 Pro + HDMI Cable",computer,791.98,0.85,673.18,https://m.media-amazon.com/images/I/31yZHHvdbjL._AC_UL640_QL65_.jpg
Fortand,"2021 HP 14 inch TouchScreen HD Laptop, Intel Celeron N4020, 4GB DDR4, 64GB eMMC, 1 Year Microsoft 365 Personal, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom) (Rose Pink)",computer,367.99,0.68,250.23,https://m.media-amazon.com/images/I/617kQvh09RS._AC_UL640_QL65_.jpg
Sulighte,"Dell XPS 17 9710 Touchscreen Laptop, 17 inch UHD+ Display - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 4GB GDDR6, Windows 10 Pro - Platinum Silver (Latest Model)",computer,1551.42,0.6,930.85,https://m.media-amazon.com/images/I/71E8YDjxsSS._AC_UL640_QL65_.jpg
Indich,"2022 Newest Lenovo IdeaPad 3 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 8GB RAM, 256GB PCIe SSD, Fingerprint Reader, Webcam, HDMI, Bluetooth 5.0, Windows 11",computer,432.95,0.68,294.41,https://m.media-amazon.com/images/I/71-325+IYdL._AC_UL640_QL65_.jpg
Sormthe,"Samsung Galaxy Chromebook 2 XE530QDA-KA1US 13.3"" Touchscreen 2 in 1 Chromebook - Full HD - 1920 x 1080 - Intel Core i3 (10th Gen) i3-10110U 2.10 GHz - 8 GB RAM - Fiesta Red",computer,448.86,0.67,300.74,https://m.media-amazon.com/images/I/41UnRGZA6ES._AC_UL640_QL65_.jpg
Replignigh1967,"Samsung Galaxy Tab A 8.0"" (2019, WiFi + Cellular) 32GB, 5100mAh Battery, 4G LTE Tablet & Phone (Makes Calls) GSM Unlocked SM-T295, International Model (32 GB, Black)",computer,144.02,0.68,97.93,https://m.media-amazon.com/images/I/51RScDZUEfL._AC_UL640_QL65_.jpg
Pernedge71,"HP Chromebook 11-inch Laptop - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD IPS Touchscreen - with Chrome OS_ - (11a-na0060nr, 2020 model, Indigo Blue)",computer,145.95,0.49,71.52,https://m.media-amazon.com/images/I/81zUP8cPrvL._AC_UL640_QL65_.jpg
Sans1982,Tablet 10.1 Inch Android 10 32GB 6000mAh Battery Quad Core HD Touchscreen Tablets,computer,80.39,0.58,46.63,https://m.media-amazon.com/images/I/61J-1VrqYIL._AC_UL640_QL65_.jpg
Mitallock,"ASUS ZenBook Duo 14 UX482 14_ FHD NanoEdge Touch Display, Core i7-1195G7, GeForce MX450, 16GB RAM, 1TB SSD, ScreenPad Plus, Windows 11 Pro, WiFi 6E Celestial Blue, UX482EGR-XB74T",computer,1361.59,0.76,1034.81,https://m.media-amazon.com/images/I/81MfMZUposL._AC_UL640_QL65_.jpg
Yoully,"Acer Chromebook Spin 713: Intel Core i3-10110U, 4GB DDR4, 64GB eMMC, 13.5"" 2K VertiView Touchscreen, Backlit Keyboard, Google Chrome OS",computer,367.65,0.87,319.86,https://m.media-amazon.com/images/I/61LWrzXaIeS._AC_UL640_QL65_.jpg
Opurnerly,"Fire HD 10 Tablet (10.1"" 1080p full HD display, 64 GB) _ White (2019 Release)",computer,114.99,0.55,63.24,https://m.media-amazon.com/images/I/71KwnuNJM7L._AC_UL640_QL65_.jpg
Foelonemse69,"Android 10.0 Tablet 10 inch qunyiCO Y10 (10.1''), 2GB RAM 32GB Storage, 2MP+8MP Dual Camera, Quad-Core Processor, 1280x800 IPS HD Display Screen, Wi-Fi Bluetooth 5000mAh, GMS Certified Black",computer,83.16,0.8,66.53,https://m.media-amazon.com/images/I/81GavvCxo6L._AC_UL640_QL65_.jpg
Appremuch,Microsoft Surface Laptop 4 13.5_ Touch-Screen _ Intel_Core i7 - 16GB - 512GB_Solid State Drive_(Latest Model) -_Matte_Black,computer,1199,0.59,707.41,https://m.media-amazon.com/images/I/71A1fFf1vOL._AC_UL640_QL65_.jpg
Ligagmer,"G-TiDE Kids Tablet, 10 inch Android 11 Tablet for Kids, 32GB ROM, Quad-Core, HD Dual Camera, WiFi Bluetooth, Parental Control, Kids App Klap with Kid-Proof Case and Screen Protector, Blue",computer,93.83,0.97,91.02,https://m.media-amazon.com/images/I/71IZNjWVuUL._AC_UL640_QL65_.jpg
Exhaf1979,"Samsung Galaxy Tab Active PRO 10.1"" | 64GB & WiFi Water-Resistant Rugged Tablet, Black _ SM-T540NZKAXAR",computer,459.1,0.59,270.87,https://m.media-amazon.com/images/I/71XFm0upzQL._AC_UL640_QL65_.jpg
Hunitesige,"Laptop Lap Desk, Portable with Foam Filled Fleece Cushion, LED Desk Light, Cup Holder-for Homework, Drawing, Reading and More by Lavish Home (Blue)",computer,16.52,0.85,14.04,https://m.media-amazon.com/images/I/817yuoMdxOL._AC_UL640_QL65_.jpg
Afts1945,"ASUS TUF Gaming F17 Gaming Laptop, 17.3_ 144Hz FHD IPS-Type Display, Intel Core i5-10300H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10, Bonfire Black, FX706LI-ES53",computer,750.97,0.77,578.25,https://m.media-amazon.com/images/I/91P7uBC9DML._AC_UL640_QL65_.jpg
Patents,"Acer Spin 5 Convertible Laptop, 13.5"" 2K 2256 x 1504 IPS Touch, 10th Gen Intel Core i7-1065G7, 16GB LPDDR4X, 512GB NVMe SSD, Wi-Fi 6, Backlit KB, FPR, Rechargeable Active Stylus, SP513-54N-74V2",computer,645,0.86,554.7,https://m.media-amazon.com/images/I/61LHj2XV1wL._AC_UL640_QL65_.jpg
Cuble1948,"Samsung Galaxy Tab A7 10.4"" 64GB with Wi-Fi + 64GB microSD Memory Card (Gray)",computer,180.21,0.87,156.78,https://m.media-amazon.com/images/I/51JlOJeLp5L._AC_UL640_QL65_.jpg
Hisaid1977,"Dragon Touch Notepad K10 Tablet with 32 GB Storage, 10 inch Android Tablet, Quad Core Processor, Android 9.0, 1280 x 800 IPS HD Display, Micro HDMI, GPS, FM, 5G WiFi - Black",computer,102.07,0.41,41.85,https://m.media-amazon.com/images/I/71pV+2tCO-L._AC_UL640_QL65_.jpg
Drinnera1977,"Kids Tablet 7 inch Tablet for Kids WiFi Kids Tablets 32G Android 10 Dual Camera Educational Games Parental Control, Toddler Tablet with Kids Software Pre-Installed Kid-Proof YouTube Netflix (Pink)",computer,65.17,0.66,43.01,https://m.media-amazon.com/images/I/71XyLM7CeaS._AC_UL640_QL65_.jpg
Thatereping,"2020 HP 14 inch HD Laptop, Intel Celeron N4020 up to 2.8 GHz, 4GB DDR4, 64GB eMMC Storage, WiFi 5, Webcam, HDMI, Windows 10 S /Legendary Accessories (Google Classroom or Zoom Compatible) (Rose Gold)",computer,316.47,0.74,234.19,https://m.media-amazon.com/images/I/61sgsrO1xQL._AC_UL640_QL65_.jpg
Prier1950,"Acer Chromebook 314, Intel Celeron N4000, 14"" Full HD Display, 4GB LPDDR4, 64GB eMMC, Gigabit WiFi, Google Chrome, CB314-1H-C884",computer,205.76,0.52,107,https://m.media-amazon.com/images/I/71Erq-PlhhL._AC_UL640_QL65_.jpg
Hiche1963,"2021 Lenovo ThinkPad E15 15.6_ FHD Business Laptop Computer, 10th gen Intel i5-10210U (up to 4.20GHz), 16GB RAM, 512GB SSD, WiFi HDMI Win10 Pro",computer,968.01,0.97,938.97,https://m.media-amazon.com/images/I/41HkiZhHbOL._AC_UL640_QL65_.jpg
Indich,"Lenovo Chromebook Flex 3, 2-in-1, 11.6"" Touch Screen, MT8173",computer,148.44,0.55,81.64,https://m.media-amazon.com/images/I/618pOYNEOBL._AC_UL640_QL65_.jpg
Abled1993,"Acer - Chromebook Spin 713 2-in-1 13.5"" 2K VertiView 3:2 Touch - Intel i5-10210U - 8GB Memory - 128GB SSD _ Steel Gray",computer,499.76,0.95,474.77,https://m.media-amazon.com/images/I/81T1jtBiebL._AC_UL640_QL65_.jpg
Feweake,"Contixo Kids Tablet V8, 7-inch HD, Ages 3-7, Toddler Tablet with Camera, Parental Control - Android 11, 16GB, WiFi, Learning Tablet for Kids, Blue",computer,51.32,0.92,47.21,https://m.media-amazon.com/images/I/81EOuNYIcbL._AC_UL640_QL65_.jpg
Garlercurch,"ASUS Chromebook C223 11.6"" HD Chromebook Laptop, Intel Dual-Core Celeron N3350 Processor (up to 2.4GHz), 4GB RAM, 32GB eMMC Storage, Premium Design, Grey, C223NA-DH02",computer,84.3,0.57,48.05,https://m.media-amazon.com/images/I/91IYW5dBwPL._AC_UL640_QL65_.jpg
Seepince,"Tablet 7 inch 32GB Storage 2GB RAM Tablets Quad-Core Processor Android 10 Tablet PC Dual Camera, WiFi, Bluetooth Computer Tablet",computer,53.54,0.83,44.44,https://m.media-amazon.com/images/I/61WHBA0ANUL._AC_UL640_QL65_.jpg
Foelonemse69,"Beelink GTR7 Mini PC Window 11, AMD Ryzen 7 3750H (up to 4GHz) 16GB DDR4 500GB NVMe SSD, 4K@60Hz Quadruple Display Dual HDMI, DP, Type-C 57W Powerful Mini Computer Gaming Office Fingerprint Login",computer,554.39,0.84,465.69,https://m.media-amazon.com/images/I/51KqN36b2LS._AC_UL640_QL65_.jpg
Vaterid77,"Tablet 10.1 inch Android Tablet with 2GB+32GB, 3G Phone Tablets & Dual Sim Card & 2MP+ 5MP Dual Camera, Quad Core Processor, 1280x800 IPS HD Display,GPS, FM (Silver)",computer,87.51,0.7,61.26,https://m.media-amazon.com/images/I/71ELmR32cjL._AC_UL640_QL65_.jpg
Theim1959,"HP Pavilion x360 Convertible 14-inch Laptop, 11th Generation Intel Core i5-1135G7 processor, Intel Iris Xe Graphics, 8GB RAM, 256 GB SSD, Windows 11 Home (14-dw1025nr, Natural silver)",computer,539.65,0.42,226.65,https://m.media-amazon.com/images/I/81dRvbhb+wL._AC_UL640_QL65_.jpg
Cuble1948,"HP Pavilion Gaming PC, NVIDIA GeForce GTX 1650, 11th Gen Intel Core i5-11400F Processor, 8 GB RAM, 512 GB SSD, Windows 11, Wi-Fi 5 & Bluetooth 4.2, 9 USB Ports, Pre-Built PC (TG01-2040, 2021)",computer,635.37,0.83,527.36,https://m.media-amazon.com/images/I/81JisWP2fWL._AC_UL640_QL65_.jpg
Uplas1979,"MSI GF65 Gaming Laptop: 15.6"" 144Hz FHD 1080p, Intel Core i7-10750H 6 Core, NVIDIA GeForce RTX 3060, 16GB, 512GB NVMe SSD, WiFi 6, Red Keyboard, Win 10, Black (10UE-047)",computer,913.11,0.48,438.29,https://m.media-amazon.com/images/I/81RJBDd3jyL._AC_UL640_QL65_.jpg
Sailve90,"ASUS Chromebook CX1, 11.6"" HD NanoEdge Display, Intel Celeron N3350 Processor, 32GB eMMC,_ 4GB RAM, Chrome OS, Transparent Silver, CX1100CNA-AS42",computer,81.17,0.5,40.59,https://m.media-amazon.com/images/I/81eGCvMr3uS._AC_UL640_QL65_.jpg
Nescrall,"2021 Flagship Acer Chromebook 15.6"" FHD 1080p IPS Touchscreen Light Computer Laptop, Intel Celeron N4020, 4GB RAM, 64GB eMMC,HD Webcam,WiFi, 12+ Hours Battery,Chrome OS,w/Marxsol Cables",computer,340.25,0.64,217.76,https://m.media-amazon.com/images/I/81D2Ra5UAeL._AC_UL640_QL65_.jpg
Hiche1963,"Hyjoy 8 inch Kids Tablet, 1920 X 1200 IPS FHD Display, Android 10 Tablet PC, 2GB RAM, 32GB Storage, WiFi, Bluetooth, Dual Camera, Games, Parental Control, Kidoz Installed, With Kids-Tablet Case (Blue)",computer,82.93,0.6,49.76,https://m.media-amazon.com/images/I/71w3yAbb6rL._AC_UL640_QL65_.jpg
Vaterid77,"ROG Strix G10 Gaming Desktop PC, Intel Core i7-11700, GeForce RTX 3060, 16GB DDR4 RAM, 1TB PCIe SSD, Wi-Fi 5, Windows 11 Home, G10CE-AH766",computer,1293.97,0.94,1216.33,https://m.media-amazon.com/images/I/71INLhUaXsL._AC_UL640_QL65_.jpg
Twitanigived,Microsoft Surface Laptop Go 12.4in Touchscreen Intel i5 8GB 128GB SSD Ice Blue (Renewed),computer,563.35,0.93,523.92,https://m.media-amazon.com/images/I/61PBTrkX-hL._AC_UL640_QL65_.jpg
Sulard,2021 Acer Chromebook 315 Laptop Computer 15.6_ HD Display Intel Celeron N4000 Processor(Up to 2.6GHz) 4GB RAM 32GB eMMC Webcam BT USB Type C Chrome OS + TiTac Accessory,computer,241.2,0.61,147.13,https://m.media-amazon.com/images/I/41jptbLpTML._AC_UL640_QL65_.jpg
Toply1953,Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 - 11th Gen Intel 8-Core i7 CPU - 15.6_ FHD 360Hz - 32GB RAM - 1TB SSD - CNC Aluminum - Chroma RGB - THX Spatial Audio - Thunderbolt 3,computer,2569.55,0.89,2286.9,https://m.media-amazon.com/images/I/61pCpkLgNZL._AC_UL640_QL65_.jpg
Abightly,"HP 2020 Newest Pavilion X360 2-in-1 Convertible 14"" HD Touch-Screen Laptop, 10th Gen Intel Core i3-1005G1, 8GB Ram, 128GB Ssd, Wifi, Webcam, Win 10 S",computer,403.6,0.86,347.1,https://m.media-amazon.com/images/I/71V4812suvL._AC_UL640_QL65_.jpg
Wintelpom45,Tablet 10.1 Inch Quad-Core 32GB Android 10 IPS HD Display 6000mAh Tablets (Gray),computer,85.74,0.94,80.6,https://m.media-amazon.com/images/I/71KaObJ5cnL._AC_UL640_QL65_.jpg
Thatereping,"2021 Apple 10.2-inch iPad (Wi-Fi + Cellular, 256GB) - Silver",computer,580.71,0.93,540.06,https://m.media-amazon.com/images/I/61y9K3gDOqL._AC_UL640_QL65_.jpg
Malloffe51,"New Lenovo Ideapad 3 15.6"" FHD Touch Screen Laptop|Intel Core i5 11th Gen |12GB RAM, 256GB SSD| HDMI|Baclit Keyboard|Arctic Grey Windows 11",computer,539.6,0.79,426.28,https://m.media-amazon.com/images/I/61Os88z10bL._AC_UL640_QL65_.jpg
Alinst71,"Samsung Chromebook 4 + Chrome OS 15.6"" Full HD Intel Celeron Processor N4000_ 6GB RAM 64GB eMMC Gigabit wi-FI-XE350XBA-K03US,Silver",computer,157.87,0.8,126.3,https://m.media-amazon.com/images/I/61haL7447DL._AC_UL640_QL65_.jpg
Barthat,"Alienware x15 R1, 15.6 inch FHD 360Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 10 Home - Lunar Light",computer,1708.56,0.57,973.88,https://m.media-amazon.com/images/I/71RbT53F8pL._AC_UL640_QL65_.jpg
Yound1999,"Latest Lenovo ThinkPad X1 Carbon Gen 9 14"" FHD+ Ultrabook, 11th gen i7-1185G7, 32 GB DDR4,512 GB SSD, Intel Iris Xe Graphics, Fingerprint Reader, Win 10 Pro (20XW00A8US), Black",computer,1943.04,0.45,874.37,https://m.media-amazon.com/images/I/61dBhCrJF0S._AC_UL640_QL65_.jpg
Diguest,"LG Gram 16Z90P Laptop 16"" Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen CORE i7 , 16GB RAM, 256GB SSD, Windows 11 Home, 22 Hour Battery, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",computer,1104.29,0.45,496.93,https://m.media-amazon.com/images/I/71SsE8kWTDL._AC_UL640_QL65_.jpg
Sulighte,"ASUS ROG Strix Scar 15 (2021) Gaming Laptop, 15.6_ 165Hz IPS QHD, NVIDIA GeForce RTX 3080, AMD Ryzen 9 5900HX, 32GB DDR4, 1TB SSD, Opti-Mechanical Per-Key RGB Keyboard, Windows 10 Pro, G533QS-XS98Q",computer,2416.68,0.91,2199.18,https://m.media-amazon.com/images/I/81SgvcygxcL._AC_UL640_QL65_.jpg
Hopentionet55,"Lenovo ThinkPad P15s Gen 2 15.6"" FHD (1920 x 1080) IPS, Anti-Glare, 300 nits, Intel Core i7-1165G7, 32GB RAM, 1TB SSD, NVIDIAÂ® QuadroÂ® T500 4GB, Backlit KYB, Fingerprint Reader, Win10Pro",computer,1697.56,0.56,950.63,https://m.media-amazon.com/images/I/71TIZpUnuGS._AC_UL640_QL65_.jpg
Oron1999,Lume Pad Tablet - 3D Tablet - 10.8_ 3D Tab Light Field Screen - Android Tablet - 128gb Work Tablet/Tablet for Gaming - 2560 x 1600 Tablet Android 10 with 16MP Dual Camera [Moon Gray],computer,284.05,0.81,230.08,https://m.media-amazon.com/images/I/61+kTOwZeDL._AC_UL640_QL65_.jpg
Andeverien37,"Lenovo IdeaPad 1 14 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Win 10 in S Mode, Ice Blue",computer,164.63,0.52,85.61,https://m.media-amazon.com/images/I/71IVTMa5JQL._AC_UL640_QL65_.jpg
Neques1986,Lenovo Tab M10 Plus - FHD Android Tablet - Octa Core Processor - 32GB Storage,computer,116.24,0.74,86.02,https://m.media-amazon.com/images/I/71sfODG+c+L._AC_UL640_QL65_.jpg
Dialin,"2020 HP 15.6"" Touchscreen Laptop Computer/ 10th Gen Intel Quard-Core i5 1035G1 up to 3.6GHz/ 12GB DDR4 RAM/ 256GB PCIe SSD/ 802.11ac WiFi/ Bluetooth 4.2/ USB 3.1 Type-C/ HDMI/ Silver/ Windows 10 Home",computer,436.01,0.91,396.77,https://m.media-amazon.com/images/I/71KTYF34WmL._AC_UL640_QL65_.jpg
Bacracks,"HP 15.6"" ProBook 450 G8 Laptop, Intel Core i5-1135G7, 8GB RAM, 256GB SSD, Intel Iris Xe Graphics, Windows 10 Pro (28K93UT#ABA)",computer,729.36,0.69,503.26,https://m.media-amazon.com/images/I/5103bRPDuOL._AC_UL640_QL65_.jpg
Faturis,"Android Tablet 10 Inch, 4GB RAM 64GB Storage, Android 10.0, Octa-Core Processor, Tablet with Keyboard, Large Battery, Dual Camera, Wi-Fi, Bluetooth, GPS, Mouse,Tablet Cover,LNMBBS Tablet,Gray",computer,142.86,0.44,62.86,https://m.media-amazon.com/images/I/71jQlAHqGwL._AC_UL640_QL65_.jpg
Befull1953,"Tablet 10.1 inch, 4GB RAM 64GB Storage, Android 11, YUMKEM 10 inch Android Tablets, 1280 X 800 IPS HD Display, Large Battery, Dual Camera, WiFi Only, Gray",computer,123.48,0.68,83.97,https://m.media-amazon.com/images/I/61SCYkxPBeL._AC_UL640_QL65_.jpg
Infle1979,"Lenovo IdeaPad 3 82KU00C2US 15.6"" Touchscreen FHD Laptop -- AMD Ryzen 7 5700U/ 12GB Memory/ 512GB SSD/ Windows 10 Home",computer,605.78,0.85,514.91,https://m.media-amazon.com/images/I/412MBTB4trL._AC_UL640_QL65_.jpg
Willocip,"Pritom 7 inch Kids Tablet, Quad Core Android 10, 16GB ROM, WiFi, Bluetooth, Dual Camera, Educationl, Games, Parental Control, Kids Software Pre-Installed with Kids-Tablet Case (Light Pink)",computer,50.82,0.42,21.34,https://m.media-amazon.com/images/I/81KEL5+045L._AC_UL640_QL65_.jpg
Weravinut1948,"ASUS Chromebox4 with Intel Core i7-10510U, 16GB RAM, M.2 PCIE 256GB SSD Storage, Power/DisplayPort Over Type C, Dual HDMI, Gigabit LAN, WiFi 6, MicroSD Card Reader, VESA Mount, Chrome OS",computer,653.96,0.57,372.76,https://m.media-amazon.com/images/I/51UOUhU7QWL._AC_UL640_QL65_.jpg
Farinell,"HP Chromebook, 2-in-1, 14C-CA0053DX, i3-10110U, 8GB, 64GB, S",computer,323.51,0.8,258.81,https://m.media-amazon.com/images/I/81uk5kpeADL._AC_UL640_QL65_.jpg
Yound1999,"ASUS ZenBook 14 Ultra-Slim Laptop 14_ Full HD NanoEdge Display, Intel Core i7-1165G7, 8GB RAM, 512GB PCIe SSD, NumberPad, Thunderbolt 4, Windows 10 Home, AI noise-cancellation, Pine Grey, UX425EA-EH71",computer,616.58,0.97,598.08,https://m.media-amazon.com/images/I/61KluCd8+HL._AC_UL640_QL65_.jpg
Wintelpom45,"HP 17.3"" Non-Touch Laptop Intel 10th Gen i5-10210U, 1TB Hard Drive, 12GB Memory, DVD Writer, Backlit Keyboard, Windows 10 Home Silver",computer,525,0.61,320.25,https://m.media-amazon.com/images/I/41OAfTl6sEL._AC_UL640_QL65_.jpg
Thatereping,"Dragon Touch KidzPad Y88X 7 Kids Tablet with WiFi, Android 10, 7_ IPS HD Display, 32GB ROM, KIDOZ Pre-Installed, Kid-Proof Case, Shoulder Strap and Stylus, Pink",computer,71.05,0.69,49.02,https://m.media-amazon.com/images/I/81Rgd8QkhQL._AC_UL640_QL65_.jpg
Yoully,"Lenovo IdeaPad Flex 5 2-in-1 Laptop, 14"" Full HD IPS Touch Screen, AMD Ryzen 7 4700U, Webcam, Backlit Keyboard, Fingerprint Reader, USB-C, HDMI, Windows 10 Home, 16GB RAM, 512GB PCIe SSD",computer,708.88,0.51,361.53,https://m.media-amazon.com/images/I/61mKuyDCevL._AC_UL640_QL65_.jpg
Wisess,"Samsung Galaxy Tab S6 Lite w/S Pen (64GB, 4GB) 10.4__, Face Unlock, Octa-Core Exynos 9610, 7040mAh Battery Wi-Fi Tablet SM-P610 - US Model (Book Cover + 64GB SD Bundle, Oxford Gray)",computer,289.78,0.72,208.64,https://m.media-amazon.com/images/I/51BfbhSj6GL._AC_UL640_QL65_.jpg
Begazy,"LG Gram 17Z90P Laptop 17"" IPS Ultra-Lightweight, (2560 x 1600), Intel Evo 11th gen Core i7, 16GB RAM, 2TB SSD, Upgradeable Windows 10 Home, Alexa Built-in, 2X USB-C, HDMI, USB-A - Black",computer,1173.04,0.88,1032.28,https://m.media-amazon.com/images/I/71Qy5NSsbnL._AC_UL640_QL65_.jpg
Frittlefore,"HP 14 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 14-inch HD Touchscreen, Windows 10 Home, Thin & Portable, 4K Graphics, One Year of Microsoft 365 (14-dq0050nr, 2021, Indigo Blue)",computer,211.19,0.81,171.06,https://m.media-amazon.com/images/I/81lFbTxpl6S._AC_UL640_QL65_.jpg
Hics1952,"Tablet 10 inch Android Tablet, Quad-Core Processor 32GB Storage, Dual Camera, Sim Card Slot, WiFi, Bluetooth, GPS, 128GB Expand and 3G Phone Call Support, IPS Full HD Display (Black)",computer,91.51,0.41,37.52,https://m.media-amazon.com/images/I/81xAfaRjJ9L._AC_UL640_QL65_.jpg
